dataset,best_params,RMSE_test,NMSE_test,MAE_test,Time,Expression,Fold,Rep
concrete,"{'expolim': 2, 'max_terms': 4}",6.809086553827758,5.246774202215102,0.03677595216616937,877.8200323581696,12.463674*log(x0 * x3^-2 * x5^-1 * x6 * x7^2) + 1.3e-05*sqrt.abs(x1^2 * x3 * x6^2) + 0.0*sqrt.abs(x0^2 * x2^3 * x3^2 * x5^-2 * x6^3 * x7^2) + 9.221752*log(x0 * x3^-2 * x5^2 * x6^-2 * x7^-2) + 27255.073845*exp(x0^-1 * x1 * x6^-1 * x7^-1) + 6.263078*tanh(x0^2 * x3^2 * x4^2 * x5^-1 * x6^2 * x7^-3) + 26.651174*sqrt.abs(x0 * x6^-1) + -93.649028*sqrt.abs(x1^2 * x3^-1 * x6^-1 * x7^-1) + -27164.20544282537,2,1
concrete,"{'expolim': 2, 'max_terms': 2}",6.895396516459877,5.227870385495404,0.037818384984241435,878.3919773101808,0.0*sqrt.abs(x0^-1 * x1 * x5^2 * x6^3 * x7) + 12.480771*log(x0^-1 * x3^-3 * x5 * x7) + 52.012649*log(x0) + 1.170889*sqrt.abs(x0^-2 * x3^2 * x6 * x7^-1) + 0.125057*sqrt.abs(x1^2 * x3 * x5^-1) + 5.822149*tanh(x4^3 * x5^3 * x7^2) + 4.945034*tanh(x0^-3 * x2^3 * x7^2) + -0.129407*sqrt.abs(x0 * x5^-2 * x6 * x7^2) + -131.11944146241598,2,2
concrete,"{'expolim': 2, 'max_terms': 6}",6.62068065043817,5.1294294042539015,0.03468586146312092,867.6839942932129,-0.00036*sqrt.abs(x0 * x1 * x3^-2 * x4^2 * x5^-1 * x6^2 * x7^2) + 0.0*sqrt.abs(x0 * x2 * x3 * x5^3 * x6 * x7) + 0.748438*sqrt.abs(x0^-3 * x2^2 * x6^2 * x7^-3) + 13.492475*sin(x0^-1 * x1) + 0.369858*sqrt.abs(x0^2 * x3^-2 * x5) + 0.0*sqrt.abs(x0 * x1^2 * x3 * x4 * x5^2 * x6^3 * x7) + -6.744368*log(x0^-2 * x3^2 * x7^-1) + 6e-06*sqrt.abs(x0^2 * x1^2 * x3^-2 * x5^-1 * x6^3 * x7) + -20.358927047561856,2,3
concrete,"{'expolim': 1, 'max_terms': 8}",6.64076735152088,5.046427241207433,0.03528542914651124,880.3975162506104,19.101291*log(x0^3 * x3^-2 * x6) + -0.096752*sqrt.abs(x0 * x6 * x7^-1) + -29373.576659*tanh(x0^-1 * x6^-1 * x7) + -0.0*id(x0 * x1^2 * x3^2 * x5^-2 * x6^2 * x7^-1) + 5.8e-05*id(x0^-1 * x3 * x5 * x6 * x7^-1) + 0.000135*id(x1 * x6) + -8.573487*tanh(x0^-3 * x2^-3 * x3^3 * x5^-2 * x6^-3 * x7) + 799209.32871*sqrt.abs(x0^-2 * x6^-2 * x7) + -223.37267294237574,2,4
concrete,"{'expolim': 3, 'max_terms': 4}",6.521725383148423,5.065536868059327,0.033909300895072735,879.1865720748901,-9608436.358549*sqrt.abs(x3^-1 * x5^-2 * x6^-1 * x7^-2) + 0.001583*sqrt.abs(x0 * x2^2 * x5^-1 * x7^2) + -18.427529*tanh(x0^-1 * x3^3 * x5^-1 * x7^-1) + -0.048419*sqrt.abs(x0^-1 * x3^2 * x5) + -148.910455*sqrt.abs(x1^2 * x3^-2 * x5^-1 * x6^-1 * x7^2) + 0.704549*sqrt.abs(x0^2 * x3^-1 * x5 * x6^-1) + 2e-06*sqrt.abs(x1^2 * x3 * x6^2 * x7) + -6.906104*tanh(x0 * x4^-1 * x6^-3) + 45.94163048989289,2,5
concrete,"{'expolim': 1, 'max_terms': 10}",6.470386302541534,4.905614475879855,0.03171408804642785,864.9563231468201,-13.257452*log(x0^-3 * x3^2 * x5^-2 * x7^-1) + -0.003092*sqrt.abs(x0 * x6 * x7) + 3236528141171.0815*cos(x3^-1 * x5^-1) + 23335908.490141*exp(x3^-1 * x5^-1) + 0.080209*sqrt.abs(x0^-2 * x1 * x3^3) + 128.308996*tanh(x0^-1 * x3^2 * x5^-1 * x7^-1) + -6.645403*tanh(x0^-2 * x2^-3 * x3^-2 * x5^2) + 0.049889*sqrt.abs(x0 * x1^3 * x3^-2 * x4 * x5^-1 * x7) + -3236551477428.472,3,0
concrete,"{'expolim': 3, 'max_terms': 2}",6.571598480007952,4.823232060727113,0.032827651398394705,870.1194448471069,-85.179693*tanh(x0^-1 * x3) + 0.000272*sqrt.abs(x0^-1 * x1 * x3^3 * x6) + 2.317845*sin(x0^-1 * x1^2 * x3^-2 * x6^2) + -1e-06*sqrt.abs(x0^2 * x3^-1 * x4^3 * x6^2) + 0.0*sqrt.abs(x2^2 * x5^2 * x6^2 * x7^2) + 6.916239*log(x3^-2 * x6^-1 * x7) + -0.005971*sqrt.abs(x0^2 * x1 * x3^-1 * x6 * x7^-3) + -7.585949*tanh(x3^-2 * x4^-3 * x5 * x6^-1 * x7^3) + 177.83738106003432,3,1
concrete,"{'expolim': 2, 'max_terms': 6}",6.4024652552728165,4.8954055595972905,0.03090495166767332,865.905523777008,-13.717724*tanh(x0^-2 * x3^2 * x4^-2 * x5^-1 * x7^2) + 7.506744*tanh(x0^-1 * x1^-1 * x3 * x7^3) + -0.0*sqrt.abs(x0^2 * x3^2 * x5^-2 * x6^3 * x7^2) + 37861.472255*sqrt.abs(x0^-1 * x1 * x3 * x5^-3) + 42.677287*sqrt.abs(x0^-2 * x3^2 * x7^-2) + -6.444917*tanh(x0^2 * x3^-1 * x4 * x5^2) + 0.0*sqrt.abs(x0^-1 * x2 * x5^3 * x6^3 * x7^2) + 12.017025*log(x0^3 * x3^-3 * x5 * x7) + -104.56297580272677,3,2
concrete,"{'expolim': 3, 'max_terms': 4}",6.541460068973228,4.971034558855678,0.03244255941364085,868.7411000728607,24.184661*log(x3^-3 * x7^-1) + -0.0*id(x0 * x6^2) + 6.949109*tanh(x0^3 * x3^-1 * x4^2 * x5 * x6^3 * x7^2) + -21.27127*log(x0^-2 * x3^-1 * x7^-2) + 0.233792*sqrt.abs(x0^-1 * x1 * x3^3 * x5^-2 * x6) + 0.004031*sqrt.abs(x3 * x6^2 * x7^-1) + -3415787.911665*id(x1 * x3^-2 * x5^-2 * x6 * x7^-1) + -3.789657*sqrt.abs(x3 * x6^-1 * x7) + 9.620253738544541,3,3
concrete,"{'expolim': 1, 'max_terms': 6}",6.347997663455089,4.810799527147041,0.0302878858835639,864.788679599762,-0.988906*sqrt.abs(x5^-1 * x6^2 * x7^-2) + 367.844101*sqrt.abs(x0^2 * x3^-2 * x6^-1) + -5.521283*tanh(x0^2 * x1^-2 * x3^-2 * x7) + -3773090.851288*sqrt.abs(x1 * x3^-3 * x6^-2 * x7^-1) + 5602.74366*sqrt.abs(x1^2 * x3^-3 * x5^-1) + -15.980401*tanh(x0^-2 * x3^2 * x5 * x7^-2) + 3e-06*sqrt.abs(x0 * x2^2 * x3^-2 * x4^2 * x6 * x7^3) + -6.692658*tanh(x0 * x3^-2 * x4^-1 * x5^2 * x6^-2 * x7) + 28.147365508079382,3,4
concrete,"{'expolim': 1, 'max_terms': 4}",6.310939554663611,4.797219548785291,0.030120140408233863,859.2457995414734,-0.003188*sqrt.abs(x1^3 * x3^-2 * x5^-1 * x6^3 * x7^-2) + -57.325937*tanh(x0 * x3^-1 * x5^-2 * x6 * x7) + -5.340048*log(x0^-2 * x3 * x5^-2 * x6^2 * x7^2) + 9.298331*sqrt.abs(x0^-1 * x3^3 * x5^-1 * x7^-1) + 4.74128*tanh(x3^2 * x4^3 * x5^-2 * x6^3 * x7^-1) + 26.727678*log(x0 * x3^-2 * x7) + -4.727915*tanh(x0^-1 * x2^-3 * x3^2 * x5^-2 * x6^-1) + 1.1e-05*sqrt.abs(x1^2 * x3 * x5^-1 * x6^3) + 65.04811518665926,3,5
concrete,"{'expolim': 1, 'max_terms': 4}",6.497879750535378,5.017630461165049,0.03403286900472223,859.1670045852661,3.908625*cos(x0^-2 * x3 * x4 * x6 * x7^-1) + 32173175793256.473*tanh(x0 * x3 * x5^-2 * x6) + 890.093948*sqrt.abs(x0 * x3^-1 * x6^-1) + -13.242188*sin(x0 * x3^-2 * x5^-2 * x6 * x7^2) + -8.492188*log(x0^-2 * x5^2 * x6^-3 * x7^-1) + 59753.29617*exp(x1 * x5^-2) + -8.908203*tanh(x3^-2 * x4^-1 * x7^-3) + 2094.273239*sqrt.abs(x0^-1 * x3^-2 * x5^2 * x6^-1) + -32173175853216.715,4,0
concrete,"{'expolim': 3, 'max_terms': 10}",6.461798173892459,4.967828534197508,0.03360298215292532,870.7207298278809,-3.35178*tanh(x0^-1 * x1^-3 * x3^3 * x4^-3 * x6^-2 * x7) + 4e-06*sqrt.abs(x0^-2 * x3^3 * x5^3 * x6 * x7^-2) + -0.0*sqrt.abs(x0^2 * x6^3 * x7) + 9.194627*tanh(x0^-2 * x2^3 * x3^-3 * x6^2) + -112.104667*id(x0 * x3 * x6^-3 * x7) + 15.715627*log(x0 * x3^-3 * x5 * x7) + 2e-06*sqrt.abs(x1^2 * x3^3 * x5^-2 * x6^3) + 3.384248*sqrt.abs(x0) + -22.890305467396423,4,1
concrete,"{'expolim': 3, 'max_terms': 2}",6.33156754008662,4.834674278559933,0.03220260243985397,868.9793560504912,-69.850271*sqrt.abs(x0 * x3^-1 * x5^-2 * x6 * x7) + 107.068018*sqrt.abs(x0^-2 * x3^3 * x6^-1 * x7^-1) + -7.841832*tanh(x0^-3 * x3^-3 * x4^-1 * x5^-2 * x6^-2 * x7) + 0.109333*sqrt.abs(x0^-1 * x1^2 * x5^-3 * x6^3 * x7) + -1.2e-05*sqrt.abs(x3^3 * x5^2) + 12.734244*log(x0 * x3^2 * x5^2 * x7^-1) + 15.876953*log(x0^2 * x3^-3 * x7^2) + 0.000257*sqrt.abs(x1 * x3^3 * x5^-1 * x6) + -301.4614854427389,4,2
concrete,"{'expolim': 1, 'max_terms': 8}",6.4718608890117375,4.942357354905263,0.033566119016664606,871.5445659160614,14.132778*log(x0^2 * x3^-1 * x5^2 * x6 * x7^-1) + 0.015239*sqrt.abs(x0^-2 * x3 * x6^3 * x7^-1) + -1e-06*sqrt.abs(x0 * x3^3 * x5 * x6^-1 * x7^2) + -12.381941*log(x0^-1 * x3^2 * x5 * x6^2 * x7^-2) + 0.0*sqrt.abs(x0^-1 * x2 * x5^3 * x6^2 * x7) + 0.0*sqrt.abs(x1^2 * x3^3 * x6^2) + -0.0*sqrt.abs(x0^2 * x1^3 * x3^2 * x6 * x7^-1) + -6.50802*tanh(x3^-1 * x4^-2 * x5^-3 * x6) + -70.9556896490799,4,3
concrete,"{'expolim': 3, 'max_terms': 6}",6.422996821996929,4.853467569596043,0.033183143436094555,866.238941192627,14.280665*tanh(x0^2 * x3^-1 * x5^-1 * x6^-1 * x7^2) + 0.004452*sqrt.abs(x0^-1 * x1 * x3^2 * x5^-2 * x6^3) + 37.517184*log(x0^2 * x6^-2) + 26.02403*log(x0^-2 * x3^-2 * x6^2) + 7.53216*tanh(x4^-2 * x7^3) + -0.36091*sqrt.abs(x0^-1 * x1 * x3^-1 * x6^2 * x7^-1) + 1.516295*log(x3^2 * x5^3 * x7^2) + 8.029987*tanh(x0^3 * x4 * x5^2 * x6^2 * x7^-2) + 250.78617225942753,4,4
concrete,"{'expolim': 1, 'max_terms': 8}",6.52424551244858,4.988358291922117,0.03423589044087521,869.8185675144196,-15.890538*log(x0^-2 * x3^2 * x6^-1 * x7^-2) + 0.0*sqrt.abs(x0^-1 * x1^2 * x3 * x5 * x6^3) + -0.000162*id(x3 * x5) + -0.307272*sqrt.abs(x0 * x3 * x5^-2 * x6 * x7) + 7.847033*tanh(x0^2 * x1^2 * x3^-3 * x5^-2 * x7^2) + -8.522304*tanh(x0^-1 * x2^-3 * x3 * x7^-2) + 4.9e-05*sqrt.abs(x0^-2 * x3^2 * x5 * x6^3 * x7^-2) + 8.252801*log(x0 * x3^2 * x5^2 * x6^-3 * x7^-2) + -174.79128334102688,4,5
energyCooling,"{'expolim': 2, 'max_terms': 8}",1.7969310318749985,1.1933118151379871,0.005189784278610411,852.8981938362123,-3.88367*cos(x0 * x3) + 3.164867*cos(x0^-1 * x4^2) + 1.710372*id(x0^-2 * x1^3 * x2^-3) + -320.696338*exp(x0^2 * x1^-2 * x3^2) + 3853991547986.1006*exp(x1^-2 * x2^-1 * x3^-2 * x5 * x6^2) + -1521.770808*tanh(x0 * x4^-3) + 38654.392834*sqrt.abs(x0^-1 * x1^-1 * x3^-2 * x6) + -19.656811*cos(x3) + -3853991547655.539,0,0
energyCooling,"{'expolim': 3, 'max_terms': 4}",1.801631740119577,1.2233937014905811,0.005222940982506182,860.8211441040039,-4.871209*cos(x2^2 * x3^-1 * x4) + 1.081624*cos(x0^-1 * x4^2) + 62.594825*log(x0^-1 * x1 * x2^-2 * x3^-1 * x4) + 397.111679*sqrt.abs(x0^2 * x1^-1 * x2^2 * x3^-2 * x4^-1 * x6) + 0.003588*sqrt.abs(x0^2 * x2^2 * x3^2) + -57856.794744*cos(x0^-1 * x1 * x3^-3 * x4^2) + 2.836662*sin(x1^2 * x3^-2 * x4^3) + 584476.262199*sqrt.abs(x0^-2 * x1^-2 * x2^-2 * x6^3) + 58241.55866481956,0,1
energyCooling,"{'expolim': 3, 'max_terms': 8}",1.807323943434676,1.2144371783268917,0.005245001787216289,857.1492738723755,-1.315812*sin(x0^-1 * x2^-2 * x3^2 * x4^2) + 1.755659*sin(x1^2 * x2^2 * x3 * x4) + -2.361748*sin(x0^-1 * x1 * x2^-1 * x3^2 * x4^2) + 57394.700224*sqrt.abs(x1^-3 * x4 * x6) + 22.660996*exp(x0^2 * x2 * x3^-1 * x4^-1 * x6) + 6509237649.263983*cos(x0 * x1^-1 * x4^-2) + 0.611976*cos(x0 * x1^2 * x2 * x3^-1 * x4^-1) + -3.459713*sin(x0^-1 * x2^2) + -6509237641.107,0,2
energyCooling,"{'expolim': 1, 'max_terms': 4}",1.8096692567603008,1.1863876714061512,0.005266253947927531,860.6556057929993,314281.398162*sqrt.abs(x2^-1 * x3^-3 * x6) + -138.109893*id(x1^2 * x2^-1 * x3^-1 * x4^-2) + -32701.140669*exp(x1^-2 * x2^2 * x3^-1) + -161.908935*cos(x1 * x2^-2 * x3) + -5.783975*cos(x0 * x2^2) + -148963.246071*sqrt.abs(x0^-1 * x2^-2) + 3632277.538958*exp(x0^2 * x1^-2 * x4) + 0.018433*sqrt.abs(x0^2 * x2^2 * x6^2) + -3598892.8164219977,0,3
energyCooling,"{'expolim': 2, 'max_terms': 8}",1.7990767146643252,1.2015361830106783,0.0051991982865005155,870.2584190368652,2.737289*sin(x0^2 * x1^2 * x2^-1 * x3) + -4.106106*cos(x1 * x2^-1 * x3^2 * x4^-1) + 1.87863*tanh(x0^2 * x1^3 * x3^-1 * x4^3 * x5 * x6^3 * x7) + 89.320939*sqrt.abs(x4^-1) + 6.232061*sqrt.abs(x0^2 * x1 * x2 * x3^-2 * x6^2) + 0.106455*sqrt.abs(x0^-1 * x1 * x4^3) + -38541.767991*tanh(x0^2 * x4^2) + -0.44613*log(x0^-3 * x5^-1) + 38480.512122959844,0,4
energyCooling,"{'expolim': 2, 'max_terms': 6}",1.8296570582601843,1.2342096819196429,0.005386132059351575,858.5574536323547,2290.620177*sqrt.abs(x0 * x3^-2 * x6) + -4.024615*sin(x0^2 * x2 * x3 * x4) + -4.738545*sin(x0^-1 * x2^2) + 1836599016063.3794*cos(x0 * x2^-2 * x4^-1) + 2.378516*sin(x0^-1 * x2^2 * x4^-1) + -8.858649*log(x0 * x4^-2) + 0.691883*cos(x0^-1 * x2) + -34.007828*id(x0^2 * x1 * x2^-2 * x3^-1 * x4^3 * x5^-2 * x6^2 * x7^3) + -1836599016073.2244,0,5
energyCooling,"{'expolim': 1, 'max_terms': 4}",1.5015194388286042,0.9579272475180688,0.00393998748463843,861.6925599575043,4823.602005*cos(x1^-2 * x3^2) + -73.322638*tanh(x0^-3 * x4^-2) + 1.6747*cos(x0^-3 * x3^2 * x4^2) + 0.947342*cos(x1^2 * x3^-1 * x4^-2) + 0.086023*id(x0^3 * x2 * x6) + 2.918902*sin(x1 * x2^3 * x4) + -568925051.700121*exp(x1^-3 * x4) + -2.019428*tanh(x0^-3 * x1^-1 * x2^-1 * x3^-2 * x4^-3 * x5^-2 * x6^-2 * x7^-2) + 568920285.164761,1,0
energyCooling,"{'expolim': 1, 'max_terms': 4}",1.5147034093552243,0.9859792101830812,0.004011518817294478,858.7056279182434,-229.291136*log(x0^3 * x1 * x2^-2 * x3^2 * x4) + -11394.204964*sin(x1 * x3^-1 * x4^-2) + -2317.082565*cos(x1^-2 * x3^2 * x4) + -2.228807*sin(x0^-1 * x1^2 * x2^2) + 6127.645767*sqrt.abs(x0 * x1^-2 * x2 * x3^-1 * x6) + 137487172.21633*sin(x0 * x2^-1 * x3^-1 * x4^-1) + -854.992332*log(x0 * x1^-1 * x2^-1 * x4) + -14863.655625*sin(x0^-2 * x1^-1 * x4^2) + -2955.246030409433,1,1
energyCooling,"{'expolim': 1, 'max_terms': 8}",1.4839846147913878,0.949256556913334,0.003852242262795067,856.5893611907959,-4.224864*cos(x0 * x1 * x2 * x3 * x4^-1) + -3.029029*cos(x0^-2 * x1^2 * x2^2 * x3^3 * x4^-1) + 1.32633*cos(x1^3 * x2^2) + 80681.395804*sqrt.abs(x0 * x1^-1 * x2 * x3^-3 * x4^-1 * x6) + 39.492109*log(x0 * x3^-1 * x4^2) + 6.986298*tanh(x0^3 * x1^-2 * x3^2 * x4^-1 * x5^3 * x6^2) + -90.903301*tanh(x0^2 * x1^2 * x2^-2 * x3^-1 * x4^2) + -85.884097*sin(x0^-1 * x1^-1 * x2 * x3^-1 * x4^2) + 156.2153105937782,1,2
energyCooling,"{'expolim': 3, 'max_terms': 2}",1.4841166100618448,0.9828590197747502,0.00385392323974119,847.5503191947937,6.290977*sin(x0^2 * x1^-1 * x3^2) + 218954886.290839*sqrt.abs(x0^-3 * x1^-2 * x2^-1 * x3^-3 * x6^2) + 2.023237*tanh(x0^-3 * x1^2 * x2^-2 * x4^3 * x5^-1 * x6 * x7) + -12.254712*log(x0^-2 * x1^-1 * x3^2 * x4) + 4797254.630962*exp(x0^3 * x1^-2 * x2 * x3^-2 * x4^2) + 0.000103*sqrt.abs(x1^2 * x3^2 * x4^2) + -3.668429*sin(x0^-2 * x2^3 * x3^-1 * x4^-2) + 3.762795*cos(x0^-2 * x1^-2 * x2^-1 * x3^2 * x4^3 * x5^-3 * x7^3) + -4797230.955366445,1,3
energyCooling,"{'expolim': 1, 'max_terms': 2}",1.4634447271251605,0.9504041981696773,0.0037332667327610383,859.4740381240845,-0.547836*sin(x1^3 * x2^-1 * x3) + 674.862332*exp(x2 * x3^-2 * x4) + 26511.650866*sqrt.abs(x3^-3 * x6^2) + -534937.572006*sin(x2 * x3^-3) + -2.094022*tanh(x2^-2 * x3^-2 * x4^-3 * x6^-1 * x7^-2) + 4.158041*cos(x2 * x3) + -4.245394*cos(x2^-1 * x3^2 * x4^2) + -0.016296*id(x1^-2 * x2^-1 * x3^3 * x4^3 * x5^-3 * x7^3) + -661.6022535824718,1,4
energyCooling,"{'expolim': 2, 'max_terms': 8}",1.5095493960490622,0.9743436013737212,0.0039861644105516495,846.3894755840303,2.641295*sin(x2^2 * x3^-1 * x4^-1) + -2.193344*cos(x1^2 * x2^2 * x3^-1) + -0.000918*sqrt.abs(x1 * x2^2 * x4^2) + 62.081387*log(x2^-2 * x3^2 * x4^2) + -922.768347*sqrt.abs(x2^-2 * x3 * x4^2) + 2219.547321*exp(x3^-1 * x6) + -1.838411*tanh(x2^-3 * x3^-1 * x4 * x6^-3) + 137.164338*log(x4) + -2306.36384498696,1,5
energyCooling,"{'expolim': 3, 'max_terms': 10}",1.5134372790518424,1.0349403262448,0.003839464625546492,858.5198609828949,3.209747*cos(x1^2 * x4^2) + 19142516093.351566*cos(x0 * x1^-2 * x3 * x4^-1) + 3.209899*sin(x0^2 * x1^-1 * x3^2) + -1.934435*tanh(x0^3 * x1 * x2^-2 * x3^-1 * x6^-2) + 20608.725305*exp(x0^2 * x1^-1 * x2^-1 * x3^2 * x4^-3) + -2.030075*sqrt.abs(x0^-1 * x1) + 1372609.906071*id(x1^-1 * x3^-1 * x6) + -51.102174*exp(x4^-1) + -19142536541.900208,2,0
energyCooling,"{'expolim': 3, 'max_terms': 4}",1.5128162686967386,1.0180680872911176,0.0038349365696872095,862.1612415313721,-5567.671373*sqrt.abs(x1 * x2^-3 * x3^-1 * x4^3) + -3.749641*cos(x0^2 * x1^2 * x2 * x4^-3) + -3475350.366211*cos(x0^-2 * x1^-2 * x3^2 * x4^-2) + 506579.038736*sqrt.abs(x0^2 * x1^-3 * x2 * x3^-1 * x4^-1 * x6^2) + 3.514238*sin(x0^2 * x3 * x4^-2) + 1.896723*tanh(x0^2 * x1 * x2^-2 * x3^2 * x4^2 * x7^3) + -2721.417641*sqrt.abs(x1^-3 * x2^-1 * x3^2 * x4^-2 * x6^2 * x7^2) + -814829158.278352*id(x0^-2 * x1^-2 * x4^-1) + 3475866.7739068093,2,1
energyCooling,"{'expolim': 2, 'max_terms': 10}",1.4902537834037226,1.0082306225268869,0.0037298734572310047,852.8203663825989,213.006023*sqrt.abs(x0 * x1^-1 * x2 * x3^-1 * x6) + 76908878148.79541*tanh(x0^-3 * x1^-1 * x2^2 * x3^-1 * x4^2) + -435.556381*tanh(x1 * x2^-2 * x3 * x4^-2) + -87467.867601*exp(x1^-2 * x2^3 * x3^-2 * x4^-2) + -8.794907*sin(x2 * x3^-1 * x4) + 6.388641*sin(x1^2 * x2 * x3 * x4) + 229683.116048*exp(x0^2 * x1^-1 * x3^-1 * x5 * x6^2) + 3984.688509*id(x0 * x1^-1 * x2^-2 * x3^3 * x4^-2) + -76909020321.41396,2,2
energyCooling,"{'expolim': 2, 'max_terms': 2}",1.492966861927394,1.062561633132095,0.0037404749766217936,858.0447444915771,-3.072441*sin(x0 * x1^-2 * x2^2 * x3^2) + 3.384823*cos(x0^-1 * x4^2) + -205434.93891*sqrt.abs(x0^-2 * x2^-1 * x3^-2 * x4) + 2.575199*sqrt.abs(x0 * x1^-1 * x2^2 * x4^2) + 986.594087*sqrt.abs(x0^2 * x1^-3 * x2^3 * x3^-1 * x4^-1 * x6) + 131.076916*sqrt.abs(x0^2 * x1^-2 * x2^2 * x3^-1 * x6^2) + -26.095092*cos(x1^-1 * x5^3) + 39263607.696362*sin(x0 * x1^-1 * x2^-1 * x4^-1) + 69.99867867597621,2,3
energyCooling,"{'expolim': 1, 'max_terms': 6}",1.4906597057737363,1.0181139587572257,0.0037264767328958346,849.4492473602295,-547.65423*sqrt.abs(x1 * x2^-2 * x4) + 1.026203*tanh(x0^3 * x1^-1 * x3 * x4 * x5^3 * x7^-2) + -1.382953*cos(x2^2) + -13805287.935647*cos(x2^-1 * x4^-1) + -3.676292*cos(x1^-2 * x2^2 * x3^3 * x4^-2) + -816.757166*exp(x1^-1 * x2 * x4^-1) + 50.735442*sqrt.abs(x0^2 * x1^-3 * x2^3 * x6^2) + 2.009465*tanh(x0^-2 * x1^3 * x2^-2 * x3^-1 * x4^-1 * x5^2 * x6 * x7^2) + 13806304.290871516,2,4
energyCooling,"{'expolim': 2, 'max_terms': 2}",1.5002154464333124,1.0284382132157457,0.0037743614271960797,852.0244677066803,-1.636594*cos(x1 * x2 * x3^2 * x4^-2) + -24.080884*log(x0 * x1^3 * x3^3 * x4^-2) + -862645.36701*sin(x1^-1 * x3^-1 * x4) + 6.677292*sin(x1^2 * x2^2 * x3^2) + 5378.29245*sqrt.abs(x0 * x1^-2 * x2 * x3^-1 * x6) + -1.965515*cos(x0^2 * x1 * x4^-1) + -2223906.651908*id(x0 * x1^-1 * x2^-1) + 131647710.024218*tanh(x1^-1 * x3^-2 * x4^-1 * x5 * x6^2) + 831.2932676084284,2,5
energyCooling,"{'expolim': 3, 'max_terms': 6}",1.6420689466671463,1.1022706818992891,0.004236614379486715,849.4711008071899,-4.269357*cos(x0^-2 * x3^3) + 41913.377311*sqrt.abs(x1^-1 * x3^-2 * x6) + -33440.409058*sqrt.abs(x1^-2 * x4^2) + 98.929838*log(x4^3) + -97172264.698687*sqrt.abs(x0^-2 * x1^-2 * x2^-2 * x3^-1) + -520.431538*id(x0^-1 * x1 * x3^-2) + -421.656463*cos(x0^2) + 94.292827*exp(x0^3 * x1^-1 * x3 * x6^3) + 134.4048778156861,3,0
energyCooling,"{'expolim': 1, 'max_terms': 10}",1.6380903448290214,1.154928098359643,0.004217814279362805,857.416134595871,0.041347*sqrt.abs(x0 * x2^3 * x4^-1) + 226.512744*sin(x0^-1) + -0.000164*id(x0^2 * x1^-1 * x2 * x3 * x4 * x5^-2 * x7^3) + 3.979805*sin(x0^-1 * x2^2 * x3 * x4^2) + 1861731.595593*sin(x0^-1 * x3^-2) + -465170.191012*id(x0^-2 * x1^-1 * x2 * x3^-1 * x4^-3) + 10184.792964*sqrt.abs(x1 * x2^-2 * x3^-2 * x4 * x6) + -1887453.524946*tanh(x0^-2 * x3^-2) + -235.2201901673408,3,1
energyCooling,"{'expolim': 3, 'max_terms': 8}",1.6447910460677448,1.104419961701688,0.0042507118688931,868.5126211643219,2.885014*cos(x1^2 * x4^-2) + 8.337136*log(x0 * x1^-2 * x4^2) + 4.544018*sin(x0^-1 * x1^2) + -2.041617*sin(x0^2 * x1 * x3^2 * x4^2) + 7716.651783*sin(x0^-3 * x1^-1) + 2772951.450964*sin(x0^-2 * x1^-1 * x3^-1 * x4^-1 * x6^2) + 370308.275256*sqrt.abs(x1^-2 * x3^-2 * x4 * x6) + -642749518672.1803*tanh(x0^-3 * x1^-1 * x2^-1 * x3^-2 * x4^-2) + 88.0476732734542,3,2
energyCooling,"{'expolim': 3, 'max_terms': 6}",1.6423036176458647,1.1462773421543098,0.0042298786829561355,857.6236510276794,-202413363567.60812*cos(x2^-2) + 47391.19563*sqrt.abs(x1^-1 * x3^-2 * x6) + 4.704394*cos(x1 * x2^2 * x3^-2) + 8496120.385548*tanh(x3^-2) + -5348.764787*tanh(x1 * x3^-2) + 1.504106*sin(x0^3 * x1^2 * x2^-2 * x3^2) + -513456242.352313*sin(x3^-3) + -82.592763*log(x1^-3 * x3) + 202413362326.99265,3,3
energyCooling,"{'expolim': 1, 'max_terms': 6}",1.6578516471151377,1.1338727455464452,0.004310919312109733,868.5287353992462,22.413364*sqrt.abs(x0^3 * x1^-1 * x2^3 * x3^-2 * x4^-1 * x6) + 0.023466*sqrt.abs(x0^3 * x1^-2 * x2^2 * x3^2 * x5^2 * x6^3) + -3.666033*cos(x0^2 * x1^2 * x2^2 * x3^2 * x4^2) + 9949490.362982*cos(x0^-1 * x1 * x2^-1 * x3^-1 * x4^-1) + 1e-05*sqrt.abs(x0^-1 * x1^3 * x2^2 * x3^-1 * x4) + 38099.789417*tanh(x1^3 * x2^-2 * x3^-2 * x4^-3) + -943706.715669*id(x3^-3 * x4) + 3.289155*sin(x0^2 * x1) + -9949458.303685622,3,4
